subj.session,var.level,name.var,dir.analysis,name.onset,by.run,fname.suffix,session,task,subj,n.events,fname
102008.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,102008,12,/data/nil-external/ccp/freund/ub55/out/glms/102008/INPUT_DATA/Axcpt/baseline/102008_Axcpt_baseline_BX
102008.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,102008,48,/data/nil-external/ccp/freund/ub55/out/glms/102008/INPUT_DATA/Axcpt/baseline/102008_Axcpt_baseline_BY
107321.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_Ang_shifted
107321.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,48,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_AX_shifted
107321.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_AY_shifted
107321.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_Bng_shifted
107321.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_BX_shifted
107321.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,107321,48,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_BY_shifted
107321.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_Ang
107321.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,48,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_AX
107321.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_AY
107321.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_Bng
107321.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,12,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_BX
107321.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,107321,48,/data/nil-external/ccp/freund/ub55/out/glms/107321/INPUT_DATA/Axcpt/baseline/107321_Axcpt_baseline_BY
115825.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_Ang_shifted
115825.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,48,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_AX_shifted
115825.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_AY_shifted
115825.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_Bng_shifted
115825.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_BX_shifted
115825.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,115825,48,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_BY_shifted
115825.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_Ang
115825.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,48,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_AX
115825.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_AY
115825.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_Bng
115825.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,12,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_BX
115825.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,115825,48,/data/nil-external/ccp/freund/ub55/out/glms/115825/INPUT_DATA/Axcpt/baseline/115825_Axcpt_baseline_BY
123117.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_Ang_shifted
123117.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,48,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_AX_shifted
123117.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_AY_shifted
123117.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_Bng_shifted
123117.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_BX_shifted
123117.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,123117,48,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_BY_shifted
123117.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_Ang
123117.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,48,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_AX
123117.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_AY
123117.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_Bng
123117.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,12,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_BX
123117.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,123117,48,/data/nil-external/ccp/freund/ub55/out/glms/123117/INPUT_DATA/Axcpt/baseline/123117_Axcpt_baseline_BY
130114.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_Ang_shifted
130114.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,48,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_AX_shifted
130114.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_AY_shifted
130114.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_Bng_shifted
130114.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_BX_shifted
130114.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130114,48,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_BY_shifted
130114.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_Ang
130114.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,48,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_AX
130114.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_AY
130114.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_Bng
130114.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,12,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_BX
130114.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130114,48,/data/nil-external/ccp/freund/ub55/out/glms/130114/INPUT_DATA/Axcpt/baseline/130114_Axcpt_baseline_BY
130518.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_Ang_shifted
130518.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,48,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_AX_shifted
130518.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_AY_shifted
130518.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_Bng_shifted
130518.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_BX_shifted
130518.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,130518,48,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_BY_shifted
130518.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_Ang
130518.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,48,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_AX
130518.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_AY
130518.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_Bng
130518.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,12,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_BX
130518.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,130518,48,/data/nil-external/ccp/freund/ub55/out/glms/130518/INPUT_DATA/Axcpt/baseline/130518_Axcpt_baseline_BY
132017.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_Ang_shifted
132017.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,48,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_AX_shifted
132017.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_AY_shifted
132017.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_Bng_shifted
132017.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_BX_shifted
132017.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,132017,48,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_BY_shifted
132017.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_Ang
132017.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,48,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_AX
132017.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_AY
132017.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_Bng
132017.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,12,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_BX
132017.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,132017,48,/data/nil-external/ccp/freund/ub55/out/glms/132017/INPUT_DATA/Axcpt/baseline/132017_Axcpt_baseline_BY
141422.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_Ang_shifted
141422.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,48,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_AX_shifted
141422.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_AY_shifted
141422.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_Bng_shifted
141422.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_BX_shifted
141422.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,141422,48,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_BY_shifted
141422.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_Ang
141422.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,48,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_AX
141422.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_AY
141422.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_Bng
141422.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,12,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_BX
141422.baseline,BY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset,TRUE,"",baseline,Axcpt,141422,48,/data/nil-external/ccp/freund/ub55/out/glms/141422/INPUT_DATA/Axcpt/baseline/141422_Axcpt_baseline_BY
150423.baseline,Ang,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,150423,12,/data/nil-external/ccp/freund/ub55/out/glms/150423/INPUT_DATA/Axcpt/baseline/150423_Axcpt_baseline_Ang_shifted
150423.baseline,AX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,150423,48,/data/nil-external/ccp/freund/ub55/out/glms/150423/INPUT_DATA/Axcpt/baseline/150423_Axcpt_baseline_AX_shifted
150423.baseline,AY,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,150423,12,/data/nil-external/ccp/freund/ub55/out/glms/150423/INPUT_DATA/Axcpt/baseline/150423_Axcpt_baseline_AY_shifted
150423.baseline,Bng,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,150423,12,/data/nil-external/ccp/freund/ub55/out/glms/150423/INPUT_DATA/Axcpt/baseline/150423_Axcpt_baseline_Bng_shifted
150423.baseline,BX,trial.type,/data/nil-external/ccp/freund/ub55/out/glms,time.cue.onset.shifted,TRUE,_shifted,baseline,Axcpt,150423,12,/data/nil-external/ccp/freund/ub55/out/glms/150423/INPUT_DATA/Axcpt/baseline/150423_Axcpt_baseline_BX_shifted
